Name,GP,MIN,PTS,FG_PC,THREEP_Made,THREEP_PC,FTM,FT_PC,REB,AST,STL,BLK,TOV,TARGET_5Yrs
Jordan Crawford,42,24.5,11.7,38.4,0.8,25.8,1.7,86.9,2.5,2.8,0.9,0.1,2,0
Evan Turner,78,23,7.2,42.5,0.2,31.8,1.3,80.8,3.9,2,0.6,0.2,1,1
Eric Bledsoe,81,22.7,6.7,42.4,0.4,27.6,1.2,74.4,2.8,3.6,1.1,0.3,2.4,1
Gary Neal,80,21.1,9.8,45.1,1.6,41.9,1.1,80.8,2.5,1.2,0.3,0.1,1,1
Paul George,61,20.7,7.8,45.3,0.7,29.7,1.3,76.2,3.7,1.1,1,0.4,1.1,1
Derrick Favors,78,19.7,6.8,51.7,0,0,1.3,59.5,5.3,0.5,0.4,0.9,1,1
Kay Felder,15,11,5.4,43.5,0.3,44.4,1.5,76.7,1.3,1.9,0.4,0.2,0.7,0
Al-Farouq Aminu,81,17.9,5.6,39.4,0.6,31.5,1.1,77.3,3.3,0.7,0.7,0.3,1.3,1
Ekpe Udoh,58,17.8,4.1,43.7,0,0,0.7,65.6,3.1,0.7,0.4,1.5,0.8,1
Manny Harris,54,17.3,5.9,37.4,0.6,37,1.3,76.3,2.6,1.6,0.6,0.1,1.2,0
Gordon Hayward,72,16.9,5.4,48.5,0.5,47.3,1,71.1,1.9,1.1,0.4,0.3,1,1
Patrick Patterson,52,16.7,6.3,55.8,0,0,0.6,71.4,3.8,0.8,0.3,0.7,0.6,1
Trevor Booker,65,16.4,5.3,54.9,0,0,1,67.3,3.9,0.5,0.5,0.7,0.6,1
Larry Sanders,60,14.5,4.3,43.3,0,0,0.5,56,3,0.3,0.4,1.2,0.6,1
Luke Harangody,49,13.1,3.9,38.3,0.3,24.2,0.4,73.1,2.9,0.6,0.3,0.3,0.3,0
Quincy Pondexter,66,11.1,2.8,40.6,0.3,36,0.4,70.6,1.3,0.4,0.3,0.1,0.2,1
Ben Uzoh,42,10.4,3.8,42.4,0.1,37.5,0.8,58.9,1.5,1.6,0.3,0.2,0.6,0
Ish Smith,43,10.3,2.3,37.4,0.1,30,0.3,57.1,1.1,1.8,0.4,0.1,0.8,1
Lazar Hayward,42,10,3.8,35.7,0.4,28.3,0.8,78.6,1.7,0.7,0.3,0.2,0.5,0
Jeremy Evans,49,9.4,3.6,66.1,0,0,0.5,70.3,2,0.5,0.3,0.3,0.4,1
Cole Aldrich,18,7.9,1,53.3,0,0,0.1,50,1.9,0.2,0.3,0.4,0.4,1
Armon Johnson,38,7.3,2.9,45.5,0.1,41.7,0.3,59.1,0.9,1.2,0.1,0,1,0
Mustafa Shakur,22,7.2,2.3,35.6,0,10,0.4,53.3,1,1.1,0.2,0.1,0.8,0
Derrick Caracter,41,5.2,2,48.5,0,0,0.4,73.9,1,0.2,0.1,0.2,0.5,0
Tyreke Evans,72,37.2,20.1,45.8,0.5,25.5,4.8,74.8,5.3,5.8,1.5,0.4,3,1
Stephen Curry,80,36.2,17.5,46.2,2.1,43.7,2.2,88.5,4.5,5.9,1.9,0.2,3,1
Brandon Jennings,82,32.6,15.5,37.1,1.8,37.4,2.7,81.7,3.4,5.7,1.3,0.2,2.4,1
Denzel Valentine,22,10.6,2.5,27.7,0.5,26.2,0.3,87.5,1.6,0.5,0.3,0.1,0.4,0
Jonny Flynn,81,28.9,13.5,41.7,1,35.8,2.8,82.6,2.4,4.4,1,0,2.9,0
Darren Collison,76,27.8,12.4,47.7,0.6,40,1.9,85.1,2.5,5.7,1,0.1,2.7,1
Taj Gibson,82,26.9,9,49.4,0,0,1.4,64.6,7.5,0.9,0.6,1.3,1.4,1
Marcus Thornton,73,25.6,14.5,45.1,1.6,37.4,2,81.4,2.9,1.6,0.8,0.1,1,1
Wesley Matthews,82,24.7,9.4,48.3,0.8,38.2,2,82.9,2.3,1.5,0.8,0.2,1.1,1
Jrue Holiday,73,24.2,8,44.2,0.8,39,0.9,75.6,2.6,3.8,1.1,0.3,2.1,1
James Harden,76,22.9,9.9,40.3,1.2,37.5,2.6,80.8,3.2,1.8,1.1,0.3,1.4,1
Terrence Williams,78,22.6,8.4,40.1,0.4,31,1.3,71.5,4.5,2.9,0.6,0.1,1.6,0
Taurean Waller-Prince,20,10,3.4,39.3,0.4,29.2,0.6,85.7,2,0.7,0.3,0.3,0.7,0
DeMar DeRozan,77,21.6,8.6,49.8,0.1,25,1.9,76.3,2.9,0.7,0.6,0.2,0.8,1
Ty Lawson,65,20.3,8.3,51.5,0.5,41,1.6,75.7,1.9,3.1,0.7,0,1.3,1
Chase Budinger,74,20.1,8.9,44.1,1.2,36.9,0.9,77,3,1.2,0.5,0.1,0.7,1
Toney Douglas,56,19.4,8.6,45.8,1.2,38.9,1,80.9,1.9,2,0.8,0.1,1,1
DeJuan Blair,82,18.2,7.8,55.6,0,0,1.1,54.7,6.4,0.8,0.6,0.5,1.4,1
Wayne Ellington,76,18.2,6.6,42.4,0.8,39.5,0.8,87.1,2.1,1,0.3,0.1,1,1
Sam Young,80,16.5,7.4,45.1,0.1,19.6,1.7,77.7,2.5,0.7,0.4,0.3,1.2,0
Eric Maynor,81,15.7,4.7,41.8,0.3,31,0.6,72.2,1.6,3.3,0.5,0.1,1.1,1
A.J. Price,56,15.4,7.3,41,1.1,34.5,1.1,80,1.6,1.9,0.6,0.1,1.1,1
Karl-Anthony Towns,82,32,18.3,54.2,0.4,34.1,2.7,81.1,10.5,2,0.7,1.7,2.2,0
Jordan Hill,47,13.3,5.2,49.3,0,0,1,67.6,3.7,0.4,0.3,0.5,0.6,1
Austin Daye,69,13.3,5.1,46.4,0.4,30.5,0.7,82.1,2.5,0.5,0.4,0.4,0.7,1
Chris Hunter,60,13.1,4.5,50.2,0,0,0.9,75.4,2.8,0.6,0.2,0.6,0.5,0
Jon Brockman,52,12.6,2.8,53.4,0,0,0.7,59.7,4.1,0.4,0.3,0.1,0.4,0
Garrett Temple,27,12.4,5,43.6,0.5,35.1,1.3,70,1.1,0.8,0.5,0.2,1,1
Jodie Meeks,60,12,4.7,38.8,0.7,31.8,0.5,79.5,1.6,0.7,0.3,0.1,0.4,1
Dante Cunningham,63,11.2,3.9,49.5,0,0,0.5,64.6,2.5,0.2,0.4,0.3,0.2,1
DeMarre Carroll,71,11.2,2.9,39.6,0,0,0.5,62.3,2.1,0.5,0.4,0.1,0.3,1
Jeff Ayres,39,10.4,2.7,66.2,0,0,0.5,90,2.5,0,0.2,0.4,0.3,1
Jeff Teague,71,10.1,3.2,39.6,0.1,21.9,0.6,83.7,0.9,1.7,0.5,0.1,0.7,1
Derrick Brown,57,9.4,3.3,46.3,0,28.6,0.8,66.7,1.4,0.3,0.4,0.2,0.3,0
DaJuan Summers,44,9.2,3,35.4,0.3,35.7,0.6,71.1,1,0.4,0.2,0.2,0.4,0
Gerald Henderson,43,8.3,2.6,35.6,0.1,21.1,0.8,74.5,1.3,0.3,0.2,0.2,0.3,1
Gerald Henderson,43,8.3,2.6,35.6,0.1,21.1,0.8,74.5,1.3,0.3,0.2,0.2,0.3,1
Earl Clark,51,7.5,2.7,37.1,0,40,0.5,72.2,1.2,0.4,0.1,0.3,0.5,1
Cedric Jackson,12,6.3,1.7,30,0.1,16.7,0.6,58.3,0.7,1.2,0.3,0.2,0.9,0
Marcus Landry,18,6.2,2.4,37.2,0.5,32.1,0.2,60,1.1,0,0.1,0.1,0.3,0
Jahlil Okafor,53,30,17.5,50.8,0,16.7,2.5,68.6,7,1.2,0.4,1.1,2.3,0
Lester Hudson,25,5.2,2.3,39.6,0.2,31.3,0.4,84.6,0.7,0.5,0.3,0.1,0.6,0
O.J. Mayo,82,38,18.5,43.8,1.8,38.4,3,87.9,3.8,3.2,1.1,0.2,2.8,1
Derrick Rose,81,37,16.8,47.5,0.2,22.2,2.4,78.8,3.9,6.3,0.8,0.2,2.5,1
Eric Gordon,78,34.3,16.1,45.6,1.7,38.9,3.8,85.4,2.6,2.8,1,0.5,2.1,1
Russell Westbrook,82,32.5,15.3,39.8,0.4,27.1,4.3,81.5,4.9,5.3,1.3,0.2,3.3,1
Mario Chalmers,82,32,10,42,1.4,36.7,1.8,76.7,2.8,4.9,1.9,0.1,2,1
Brook Lopez,82,30.5,13,53.1,0,0,2.1,79.3,8.1,1,0.5,1.8,1.8,1
Jason Thompson,82,28.1,11.1,49.7,0,0,2.4,69.2,7.4,1.1,0.6,0.7,1.8,1
D.J. Augustin,72,26.5,11.8,43,1.5,43.9,2.9,89.3,1.8,3.5,0.6,0,1.6,1
Justise Winslow,78,28.6,6.4,42.2,0.4,27.6,1,68.4,5.2,1.5,0.9,0.3,1.2,0
Kevin Love,81,25.3,11.1,45.9,0,10.5,3.3,78.9,9.1,1,0.4,0.6,1.5,1
Courtney Lee,77,25.2,8.4,45,1.1,40.4,1,83,2.3,1.2,1,0.2,0.9,1
Michael Beasley,81,24.8,13.9,47.2,0.4,40.7,2.3,77.2,5.4,1,0.5,0.5,1.5,1
Brandon Rush,75,24,8.1,42.3,1,37.3,0.6,69.7,3.1,0.9,0.5,0.5,1,1
Anthony Morrow,67,22.6,10.1,47.8,1.3,46.7,1.2,87,3,1.2,0.5,0.2,0.8,1
Greg Oden,61,21.5,8.9,56.4,0,0,2.4,63.7,7,0.5,0.4,1.1,1.4,0
Kyle Weaver,56,20.8,5.3,45.9,0.6,34.4,0.7,70.7,2.3,1.8,0.8,0.5,1.2,0
Ryan Anderson,66,19.9,7.4,39.3,1,36.5,1.5,84.5,4.7,0.8,0.7,0.3,0.9,1
Darrell Arthur,76,19.3,5.6,43.8,0,0,0.5,66.7,4.6,0.6,0.7,0.7,0.6,1
George Hill,77,16.5,5.7,40.3,0.3,32.9,1.5,78.1,2.1,1.8,0.6,0.3,1,1
Marreese Speights,79,16,7.7,50.2,0,25,1.3,77.3,3.7,0.4,0.3,0.7,0.6,1
JaVale McGee,75,15.2,6.5,49.4,0,0,1.4,66,3.9,0.3,0.4,1,0.8,1
Mike Taylor,51,15.1,5.7,41.2,0.3,32.5,1.1,69.1,1.7,2.1,0.7,0,1.4,0
DeAndre Jordan,53,14.5,4.3,63.3,0,0,0.8,38.5,4.5,0.2,0.2,1.1,0.8,1
Roy Hibbert,70,14.4,7.1,47.1,0,0,1.4,66.7,3.5,0.7,0.3,1.1,0.8,1
Bobby Brown,68,13.7,5.3,39.2,0.7,34.6,0.5,79.1,0.8,1.7,0.3,0,0.9,0
D'Angelo Russell,80,28.2,13.2,41,1.6,35.1,1.8,73.7,3.4,3.3,1.2,0.2,2.5,0
Chris Douglas-Roberts,44,13.3,4.9,46,0.1,25,1.2,82.3,1.1,1.2,0.3,0.2,0.7,1
Jerryd Bayless,53,12.4,4.3,36.5,0.1,25.9,1.6,80.6,1.1,1.5,0.3,0,1.1,1
Cory Alexander,59,12.1,4.7,41.6,0.3,34.8,1,69.9,1.9,0.7,0.3,0.5,0.9,1
Cory Alexander,60,9.3,2.8,40.6,0.4,39.4,0.3,64,0.7,2,0.5,0,1.1,1
Kosta Koufos,48,11.8,4.7,50.8,0,0,0.8,70.6,2.9,0.4,0.3,0.7,0.5,1
Rob Kurz,40,11.1,3.9,38.9,0.4,39.5,1,80,2,0.5,0.3,0.5,0.4,0
Anthony Tolliver,19,10.9,2.7,29.2,0.5,22,0.3,50,2.2,0.9,0.3,0.1,0.4,1
Devin Booker,76,27.7,13.8,42.3,1.3,34.3,2.8,84,2.5,2.6,0.6,0.3,2.1,0
Robin Lopez,60,10.2,3.1,51.8,0,0,0.8,69.1,2,0.1,0.2,0.7,0.5,1
Darnell Jackson,51,8.4,1.9,43,0,0,0.5,68.6,1.7,0.2,0.2,0.1,0.3,0
Sean Singletary,37,8.2,2.4,36.5,0.3,40,0.5,85.7,0.9,0.8,0.3,0,0.6,0
Kevin Durant,80,34.6,20.3,43,0.7,28.8,4.9,87.3,4.3,2.4,1,0.9,2.9,1
Jeff Green,80,28.2,10.5,42.7,0.3,27.6,2.2,74.4,4.7,1.5,0.6,0.6,2,1
Jamario Moon,78,27.8,8.5,48.5,0.5,32.8,0.8,74.1,6.2,1.2,1,1.4,0.7,1
Al Thornton,79,27.3,12.7,42.9,0.5,33.1,2.7,74.3,4.5,1.2,0.6,0.5,1.6,0
Mike Conley,53,26.1,9.4,42.8,0.6,33,1.7,73.2,2.6,4.2,0.8,0,1.7,1
Stanley Johnson,73,23.1,8.1,37.5,0.9,30.7,1.1,78.4,4.2,1.6,0.8,0.2,1.6,0
Daequan Cook,59,24.4,8.8,38.1,1.3,33.2,0.8,82.5,3,1.3,0.4,0.1,1.1,1
Corey Brewer,79,22.8,5.8,37.4,0.1,19.4,1.1,80,3.7,1.4,1,0.3,1.1,1
Thaddeus Young,74,21,8.2,53.9,0.1,31.6,1,73.8,4.2,0.8,1,0.1,0.9,1
Joakim Noah,74,20.7,6.6,48.2,0,0,1.8,69.1,5.6,1.1,0.9,0.9,1.2,1
Wilson Chandler,35,19.6,7.3,43.8,0.3,30,1,63,3.6,0.9,0.4,0.5,0.8,1
Rodney Stuckey,57,19,7.6,40.1,0.1,18.8,2.2,81.4,2.3,2.8,0.9,0.1,1.4,1
Jared Dudley,73,19,5.8,46.8,0.1,22,1.2,73.7,3.9,1.1,0.8,0.1,0.7,1
Sean Williams,73,17.5,5.6,53.8,0,0,1.1,60.9,4.4,0.4,0.4,1.4,1,0
Myles Turner,60,22.8,10.3,49.8,0.1,21.4,1.5,72.7,5.5,0.7,0.4,1.4,1.1,0
Carl Landry,42,16.9,8.1,61.6,0,0,1.7,66.1,4.9,0.5,0.4,0.2,0.6,1
Acie Law,56,15.4,4.2,40.1,0.1,20.6,0.7,79.2,1,2,0.5,0,1,0
Nick Young,75,15.4,7.5,43.9,0.5,40,1.3,81.5,1.5,0.8,0.5,0.1,1.3,1
Jason Smith,76,14.6,4.5,45.5,0.1,28.6,0.7,65.9,3,0.3,0.3,0.7,0.6,1
Glen Davis,69,13.6,4.5,48.4,0,0,1.4,66,3,0.4,0.5,0.3,0.9,1
Javaris Crittenton,50,13.6,5.6,42.1,0.2,27,1.4,69.2,2.2,1,0.4,0,1.1,0
Spencer Hawes,71,13.1,4.7,45.9,0.1,19,0.5,65.5,3.2,0.6,0.2,0.6,0.8,1
Arron Afflalo,75,12.9,3.7,41.1,0.1,20.8,0.9,78.2,1.8,0.7,0.4,0.1,0.5,1
Aaron Brooks,51,11.9,5.2,41.3,0.7,33,0.8,85.7,1.1,1.7,0.3,0.1,0.9,1
C.J. Watson,32,11.5,3.7,42.6,0.3,34.6,0.7,79.3,1,1.1,0.5,0,0.6,1
Julian Wright,57,11.2,3.9,53.3,0.2,41.7,0.6,63.5,2.1,0.7,0.5,0.2,0.6,0
Chris Richard,52,10.7,1.9,47.1,0,0,0.3,59.3,2.6,0.3,0.2,0.2,0.5,0
Nick Fazekas,26,10.3,4.1,56.1,0,0,0.6,68.2,3.4,0.4,0.3,0.4,0.5,0
Aaron Gray,61,10,4.3,50.5,0,0,0.9,56.6,2.8,0.7,0.3,0.3,0.9,1
Dominic McGuire,70,9.9,1.3,37.9,0,16.7,0.2,43.8,2,0.6,0.3,0.4,0.6,1
Brandan Wright,38,9.9,4,55.4,0,0,0.7,67.5,2.6,0.2,0.2,0.6,0.3,1
Jermareo Davidson,38,8.5,3.2,40.8,0,0,0.5,64.3,1.6,0.3,0.2,0.4,0.5,0
Mario West,64,4.2,0.9,42.9,0,0,0.3,65.4,0.8,0.2,0.2,0.1,0.1,0
Demetris Nichols,14,3.1,1.1,26.1,0.2,23.1,0,0,0.4,0.1,0,0.2,0.3,0
Willie Cauley-Stein,66,21.4,7,56.3,0,0,1.2,64.8,5.3,0.6,0.7,1,0.7,0
Brandon Roy,57,35.4,16.8,45.6,1,37.7,3.5,83.8,4.4,4,1.2,0.2,2,1
Adam Morrison,78,29.8,11.8,37.6,1.1,33.7,1.5,71,2.9,2.1,0.4,0.1,1.7,0
Rudy Gay,78,27,10.8,42.2,0.7,36.4,1.9,72.7,4.5,1.3,0.9,0.9,1.8,1
Rajon Rondo,78,23.5,6.4,41.8,0.1,20.7,1.5,64.7,3.7,3.8,1.6,0.1,1.8,1
Randy Foye,82,22.9,10.1,43.4,0.8,36.8,2,85.4,2.7,2.8,0.7,0.3,1.9,1
LaMarcus Aldridge,63,22.1,9,50.3,0,0,1.3,72.2,5,0.4,0.3,1.2,0.7,1
Tarence Kinsey,48,20.1,7.7,45.7,0.3,28.3,1.6,79.6,2,0.9,1.1,0,1,0
Josh Richardson,52,21.3,6.6,45.2,1,46.1,0.8,66.7,2.1,1.4,0.7,0.5,0.7,0
Craig Smith,82,18.7,7.4,53.1,0,0,1.4,62.4,5.1,0.6,0.6,0.2,0.9,1
Shelden Williams,81,18.7,5.5,45.5,0,50,1.4,76.4,5.4,0.5,0.6,0.5,1.2,1
Paul Millsap,82,18,6.8,52.5,0,33.3,1.7,67.3,5.2,0.8,0.8,0.9,1.1,1
Rodney Carney,67,17.4,6.6,46.4,0.4,34.7,0.8,60.9,1.9,0.4,0.6,0.3,0.6,1
Marcus Williams,79,16.6,6.8,39.5,0.6,28.2,0.9,84.7,2.1,3.3,0.4,0,1.8,0
Marcus Williams,79,16.6,6.8,39.5,0.6,28.2,0.9,84.7,2.1,3.3,0.4,0,1.8,0
Daniel Gibson,60,16.5,4.6,42.4,0.9,41.9,0.5,71.8,1.5,1.2,0.4,0.1,0.7,1
Renaldo Balkman,68,15.6,4.9,50.5,0.1,18.5,0.8,56.7,4.3,0.6,0.8,0.7,0.7,1
Rondae Hollis-Jefferson,29,21.2,5.8,45.7,0.1,28.6,1.3,71.2,5.3,1.5,1.3,0.6,0.9,0
Jordan Farmar,72,15.1,4.4,42.2,0.6,32.8,0.4,71.1,1.7,1.9,0.6,0.1,1,1
Allan Ray,47,15.1,6.2,38.6,1,41.4,0.9,76.4,1.5,0.9,0.4,0.1,0.9,0
Mardy Collins,52,14.9,4.5,38.2,0.3,27.7,0.9,58.5,2,1.6,0.6,0.1,1.1,0
J.J. Redick,42,14.8,6,41,0.9,38.8,1.3,90,1.2,0.9,0.3,0,0.5,1
Tyrus Thomas,72,13.4,5.2,47.5,0,0,1.5,60.6,3.7,0.6,0.6,1.1,1.3,1
Alexander Johnson,59,12.8,4.4,53.8,0,0,1.3,66.1,3.1,0.3,0.4,0.6,0.8,0
Cedric Simmons,43,12.4,2.9,41.7,0,0,0.4,48.5,2.5,0.3,0.2,0.5,0.5,0
Frank Kaminsky,81,21.1,7.5,41,0.8,33.7,1.3,73,4.1,1.2,0.5,0.5,0.7,0
Shawne Williams,46,12.1,3.9,46.9,0.4,36.5,0.2,55,1.8,0.5,0.1,0.2,0.5,1
Ronnie Brewer,56,12.1,4.6,52.8,0,0,1,67.5,1.3,0.4,0.7,0.1,0.4,1
David Noel,68,11.6,2.7,36.7,0.3,32.1,0.5,86,1.8,1,0.4,0.1,0.6,0
Solomon Jones,58,11.5,3.3,50.8,0,0,1,78.7,2.3,0.2,0.2,0.7,0.4,1
Leon Powe,63,11.4,4.2,44.6,0,0,1.7,73.6,3.4,0.2,0.2,0.3,0.8,1
Hilton Armstrong,56,11.3,3.1,54.4,0,0,0.7,59.7,2.7,0.2,0.2,0.5,0.6,1
Josh Boone,61,11,4.2,57.9,0,0,0.9,54.4,2.9,0.2,0.2,0.3,0.5,0
Lynn Greer,41,10.5,4.1,43.3,0.4,34.6,0.7,84.4,0.7,1.3,0.4,0,0.4,0
Chris Quinn,42,9.7,3.4,36.6,0.5,35.1,0.6,67.6,0.7,1.5,0.4,0,0.5,1
Anthony Brown,29,20.7,4,31,0.7,28.6,0.6,85,2.4,0.7,0.5,0.2,0.5,0
Quincy Douby,42,8.5,2.8,38.1,0.3,24,0.3,73.3,0.9,0.4,0.4,0.1,0.4,0
Hassan Adams,61,8.1,2.9,55.6,0,0,0.4,66.7,1.3,0.2,0.3,0.1,0.4,0
Bobby Jones,44,7.6,2.5,46.2,0,11.1,0.5,56.1,1.3,0.4,0.3,0,0.4,1
Bobby Jones,44,7.6,2.5,46.2,0,11.1,0.5,56.1,1.3,0.4,0.3,0,0.4,0
Andre Brown,38,7.1,2.4,56.8,0,0,0.2,60,1.9,0.1,0.2,0.1,0.8,0
Steve Novak,35,5.5,1.5,36,0.4,33.3,0.1,100,0.7,0.2,0.1,0,0.1,1
Chris Paul,78,36,16.1,43,0.6,28.2,5.1,84.7,5.1,7.8,2.2,0.1,2.4,1
Raymond Felton,80,30.1,11.9,39.1,1.2,35.8,2,72.5,3.3,5.6,1.3,0.1,2.3,1
Charlie Villanueva,81,29.1,13,46.3,0.9,32.7,1.4,70.6,6.4,1.1,0.7,0.8,1.2,1
Luther Head,80,28.9,8.8,40.3,1.4,36.1,1.1,69.9,3.3,2.7,1.1,0.1,1.5,1
Deron Williams,80,28.8,10.8,42.1,1.1,41.6,1.2,70.4,2.4,4.5,0.8,0.2,1.8,1
Larry Nance Jr.,63,20.1,5.5,52.7,0,10,0.5,68.1,5,0.7,0.9,0.4,0.7,0
Marvin Williams,79,24.7,8.5,44.3,0.2,24.5,2.4,74.7,4.8,0.8,0.6,0.3,1.1,1
Channing Frye,65,24.2,12.3,47.7,0,33.3,2.9,82.5,5.8,0.8,0.5,0.7,1.5,1
Danny Granger,78,22.6,7.5,46.2,0.4,32.3,1.5,77.7,4.9,1.2,0.7,0.8,1,1
Ryan Gomes,61,22.6,7.6,48.7,0,33.3,1.8,75.2,4.9,1,0.6,0.1,0.9,1
Nate Robinson,72,21.4,9.3,40.7,0.8,39.7,2.1,75.2,2.3,2,0.8,0,1.6,1
Salim Stoudamire,61,20.3,9.7,41.5,1.3,38,1.6,90,1.9,1.2,0.4,0.1,1.3,0
Jarrett Jack,79,20.2,6.7,44.2,0.3,26.3,1.6,80,2,2.8,0.5,0,1.3,1
T.J. McConnell,81,19.8,6.1,47,0.4,34.8,0.3,63.4,3.1,4.5,1.2,0.1,1.7,0
Joey Graham,80,19.8,6.7,47.8,0.4,33.3,1.4,81.2,3.1,0.8,0.5,0.2,1.1,1
Monta Ellis,49,18.1,6.8,41.5,0.6,34.1,0.9,71.2,2.1,1.6,0.7,0.2,1.2,1
Martell Webster,61,17.5,6.6,39.9,1.1,35.7,1,85.9,2.1,0.6,0.3,0.2,0.7,1
Rashad McCants,79,17.2,7.9,45,0.8,37.2,1,73.6,1.8,0.8,0.6,0.3,1.1,0
David Lee,67,16.9,5.1,59.6,0,0,1.1,57.7,4.5,0.6,0.5,0.3,0.8,1
David Lee,67,16.9,5.1,59.6,0,0,1.1,57.7,4.5,0.6,0.5,0.3,0.8,0
Alan Anderson,36,15.7,5.8,41.4,0.7,41.4,0.9,80.5,1.9,0.9,0.3,0.1,0.9,1
Orien Greene,80,15.4,3.2,39.5,0.1,22.5,0.6,66.2,1.8,1.6,1,0.1,1.4,0
Ike Diogu,69,14.9,7,52.4,0,0,2,81,3.3,0.4,0.2,0.4,1.1,1
Daniel Ewing,66,14.7,3.8,38,0.3,28.2,0.5,78.3,1.3,1.3,0.6,0.1,0.9,0
Gerald Fitch,18,13.3,4.7,33.7,0.4,26.9,0.9,73.9,1.7,1.8,0.4,0.3,0.8,0
James Singleton,59,12.8,3.4,51,0.2,50,0.7,78,3.3,0.5,0.3,0.4,0.5,1
Josh Powell,37,11.6,3,45.7,0,0,1,80,2.2,0.2,0.2,0.1,0.6,1
Hakim Warrick,68,10.6,4.1,44.3,0,0,1.1,66.1,2.1,0.4,0.2,0.3,0.8,1
Wayne Simien,43,9.6,3.4,48.3,0,0,0.7,88.2,2,0.2,0.3,0,0.6,0
Antoine Wright,39,9.5,1.8,35.8,0,6.7,0.3,50,0.8,0.3,0.1,0.1,0.5,1
Donell Taylor,51,9.1,2.7,39,0.1,23.5,0.6,69.8,1,0.9,0.6,0.1,0.7,0
C.J. Miles,23,8.8,3.4,36.8,0.2,25,0.8,75,1.7,0.7,0.3,0.1,0.4,1
Malcolm Brogdon,32,22.9,8.3,46.2,0.9,44.1,0.9,85.7,2.5,3.6,1,0.1,1.5,0
Kevin Burleson,39,8.7,1.8,25,0.3,18.5,0.4,94.1,0.7,1.2,0.7,0.1,0.6,0
Shavlik Randolph,57,8.5,2.3,45.4,0,0,0.8,60.6,2.3,0.3,0.3,0.2,0.4,1
Andrew Bynum,46,7.3,1.6,40.2,0,0,0.2,29.6,1.7,0.2,0.1,0.5,0.4,1
Lawrence Roberts,33,5.5,1.5,45.5,0,0,0.3,47.8,1.5,0.2,0.2,0.1,0.1,0
Emeka Okafor,73,35.6,15.1,44.7,0,0,2.9,60.9,10.9,0.9,0.8,1.7,1.7,1
Andre Iguodala,82,32.8,9,49.3,0.6,33.1,1.9,74.3,5.7,3,1.7,0.6,1.7,1
Dwight Howard,82,32.6,12,52,0,0,3.4,67.1,10,0.9,0.9,1.7,2,1
Josh Childress,80,29.7,10.1,47,0.2,23.2,2.4,82.3,6,1.9,0.9,0.4,1.3,1
Josh Smith,74,27.7,9.7,45.5,0.1,17.4,2.2,68.8,6.2,1.7,0.8,1.9,1.8,1
